Crop,Nitrogen (N),Phosphorus (P),Potassium (K),pH,Rainfall (mm),Temperature (°C),Humidity (%),Yield (t/ha)
Arhar,47.45,63.63,85.68,7.43,783.68,38.87,56.88,2.29
Arhar,141.79,39.81,91.34,7.07,559.84,38.33,50.91,2.26
Arhar,92.45,62.02,91.02,5.21,356.63,35.99,40.25,2.33
Arhar,143.04,44.52,91.14,6.04,648.95,34.56,42.78,1.99
Arhar,53.82,52.71,54.63,5.66,321.47,29.97,44.4,2.45
Arhar,164.68,54.59,22.66,7.5,564.57,38.86,44.3,2.41
Arhar,105.56,78.05,73.7,7.45,355.41,37.64,59.74,2.32
Arhar,86.63,55.5,107.47,7.52,776.54,28.08,46.4,2.05
Arhar,81.84,53.83,100.69,8.27,307.87,30.05,52.3,2.27
Arhar,134.32,45.27,39.74,6.93,404.36,38.29,45.66,2.18
Arhar,84.76,56.93,70.18,5.16,632.37,28.33,46.45,2.28
Arhar,72.58,54.76,45.05,6.31,445.61,39.15,48.93,1.84
Arhar,131.06,47.49,85.99,7.82,579.57,36.71,59.92,2.22
Arhar,140.5,20.54,69.76,5.15,469.87,34.12,46.44,2.36
Arhar,116.79,59.53,31.78,7.26,790.95,30.91,54.5,2.47
Arhar,52.6,31.04,102.64,5.52,753.89,29.57,47.22,2.07
Arhar,123.52,45.47,37.88,4.67,491.68,28.37,57.72,2.26
Arhar,139.86,39.12,115.1,7.71,457.4,28.79,49.38,2.15
Arhar,153.68,50.8,63.56,6.54,634.15,31.26,47.03,1.96
Arhar,62.89,86.87,99.32,7.82,502.77,30.34,53.15,1.89
Arhar,51.23,37.25,118.27,6.58,312.62,35.62,50.86,2.3
Arhar,145.43,79.12,102.09,5.84,588.77,38.97,42.0,1.87
Arhar,121.83,43.68,46.8,6.1,501.06,33.27,58.04,2.42
Arhar,150.62,51.49,50.64,4.8,314.49,33.81,51.36,2.56
Arhar,61.36,34.39,20.42,7.32,533.35,37.58,42.58,1.94
Arhar,162.36,50.83,85.71,5.79,475.0,30.76,49.04,2.25
Arhar,136.56,57.25,72.41,6.72,608.63,32.24,51.76,2.32
Arhar,64.45,52.1,37.14,6.93,691.92,32.33,50.04,2.35
Arhar,127.78,31.44,110.11,4.62,662.38,36.41,57.83,2.15
Arhar,133.24,33.68,80.64,6.61,707.79,30.91,50.06,2.22
Arhar,121.98,36.28,92.28,6.07,443.0,29.62,49.1,2.02
Arhar,50.84,71.31,61.63,6.32,638.52,29.57,44.79,2.5
Arhar,71.6,36.43,51.17,4.51,536.66,32.0,59.61,2.71
Arhar,97.54,33.61,47.02,4.74,495.21,29.9,57.04,2.17
Arhar,163.51,88.95,37.71,7.99,345.93,32.78,43.92,2.65
Arhar,117.92,32.74,41.71,5.96,405.89,30.06,57.37,2.37
Arhar,167.09,65.67,50.65,5.58,481.9,37.59,42.34,2.24
Arhar,105.41,38.56,77.59,5.67,445.25,29.77,41.55,1.97
Arhar,117.59,70.3,37.96,7.0,444.41,37.18,41.62,2.1
Arhar,91.39,31.3,31.12,8.41,450.13,30.85,42.19,1.89
Arhar,94.24,32.46,79.62,6.5,620.84,30.08,45.03,2.4
Arhar,85.25,65.63,82.18,6.61,521.08,31.04,54.57,1.83
Arhar,40.29,52.53,100.95,5.54,584.96,29.42,44.8,2.21
Arhar,70.83,39.46,108.34,5.21,790.79,35.81,55.94,2.14
Arhar,64.01,42.7,39.66,4.8,469.8,33.59,57.77,2.05
Arhar,177.16,83.29,43.86,6.41,662.11,29.1,45.02,1.94
Arhar,46.64,77.26,27.1,5.57,491.96,30.02,44.11,1.88
Arhar,122.65,28.0,22.65,7.74,507.88,33.11,54.73,2.01
Arhar,163.33,30.29,105.83,4.76,674.98,38.96,52.14,2.07
Arhar,45.18,43.67,62.47,7.9,756.43,35.17,54.0,2.19
Arhar,84.58,29.72,119.09,4.83,590.65,29.23,58.01,2.29
Arhar,66.21,88.8,36.51,8.21,322.05,38.92,55.23,2.03
Arhar,129.44,27.9,37.27,6.72,797.52,38.32,59.24,2.04
Arhar,116.72,29.87,23.67,6.35,744.28,31.17,54.04,2.03
Arhar,110.74,38.29,23.24,4.75,602.26,35.64,59.3,2.33
Arhar,59.1,47.46,84.16,5.39,333.72,29.02,56.76,2.03
Arhar,177.17,60.52,36.97,7.32,721.97,39.01,41.35,2.21
Arhar,123.95,51.99,52.37,6.38,721.53,36.88,54.17,1.77
Arhar,63.86,36.07,54.0,6.5,748.83,36.43,52.18,2.38
Arhar,114.85,78.23,59.0,6.24,587.39,35.92,52.02,1.86
Arhar,78.16,67.09,30.34,4.52,349.85,32.43,44.37,2.27
Arhar,176.53,43.87,100.85,7.47,440.37,38.16,51.4,2.39
Arhar,174.94,49.79,21.51,6.97,683.75,35.59,52.38,2.01
Arhar,168.41,21.2,68.62,7.88,405.74,31.69,49.36,2.23
Arhar,132.86,46.58,103.85,5.64,344.3,31.49,47.79,2.11
Arhar,159.64,44.17,49.34,6.51,351.89,28.28,55.7,2.5
Arhar,62.05,39.35,44.42,7.59,417.07,32.86,44.81,2.17
Arhar,155.21,70.59,61.74,7.23,681.89,39.34,46.62,1.95
Arhar,75.28,76.87,99.89,5.91,529.37,30.68,57.51,2.49
Arhar,63.87,43.17,101.78,6.7,760.24,29.86,41.52,2.14
Arhar,108.85,42.72,36.99,5.13,596.29,35.68,41.65,2.44
Arhar,126.96,59.38,96.08,8.47,540.15,37.02,58.16,2.14
Arhar,162.28,86.51,76.37,4.71,693.27,32.77,45.1,2.32
Arhar,77.69,50.64,25.88,5.55,330.11,30.69,50.34,2.44
Arhar,118.99,42.39,108.89,5.39,341.07,29.55,42.87,2.35
Arhar,68.24,85.91,107.07,6.0,647.36,32.09,54.14,2.2
Arhar,100.81,31.73,47.11,6.54,442.16,28.84,42.62,2.33
Arhar,76.88,48.53,26.89,6.9,370.37,32.77,44.92,2.06
Arhar,88.91,62.23,103.04,7.14,371.96,30.15,47.65,2.18
Arhar,173.62,24.62,28.5,8.04,645.77,28.49,42.05,1.69
Arhar,72.4,55.32,57.37,5.63,401.17,37.94,56.07,2.66
Arhar,152.61,50.09,86.5,7.21,564.57,31.62,48.39,1.86
Arhar,46.76,31.08,110.85,4.63,343.58,33.65,51.07,1.84
Arhar,141.25,48.92,113.95,7.63,420.15,32.99,54.5,1.79
Arhar,89.99,40.92,81.75,4.73,471.03,39.45,47.55,2.32
Arhar,86.32,80.26,45.01,5.93,425.1,39.55,42.22,2.19
Arhar,120.39,46.0,43.5,4.7,750.87,29.68,52.49,2.09
Arhar,74.93,65.7,107.88,5.32,609.13,37.01,43.84,1.93
Arhar,144.54,21.99,22.28,6.01,455.66,35.86,46.3,1.63
Arhar,41.99,50.8,91.73,5.78,308.68,29.66,55.91,2.56
Arhar,62.01,85.28,110.45,6.18,448.48,37.78,49.55,2.2
Arhar,75.7,29.51,89.73,7.84,442.82,39.81,54.7,2.05
Arhar,85.81,53.46,36.89,5.17,387.13,31.38,48.74,2.12
Arhar,174.09,55.51,40.62,6.35,316.79,30.75,55.95,2.36
Arhar,118.31,82.58,79.17,8.06,390.37,31.17,59.73,2.34
Arhar,124.47,86.62,58.41,7.4,659.16,39.44,46.0,2.14
Arhar,154.31,65.98,49.32,5.69,653.43,35.01,46.27,2.14
Arhar,121.79,22.11,27.26,5.98,425.71,31.86,44.77,2.16
Arhar,109.37,45.58,45.56,8.06,738.02,38.25,50.53,2.32
Arhar,108.33,68.12,96.45,5.0,693.73,34.03,49.4,2.12
Arhar,145.48,49.65,34.33,7.07,769.44,36.98,52.32,2.0
Arhar,110.49,21.95,99.75,5.74,471.86,28.53,42.56,2.42
Arhar,77.78,79.54,24.29,5.49,655.54,37.94,49.91,2.32
Arhar,144.51,61.12,32.75,7.24,506.8,30.66,45.96,2.59
Arhar,88.34,65.33,91.76,7.35,475.03,31.88,43.55,2.44
Arhar,118.62,47.97,88.73,6.51,633.32,30.41,42.51,2.69
Arhar,112.95,55.57,54.75,7.47,640.03,33.07,57.69,1.93
Arhar,134.83,25.67,62.14,6.74,354.91,31.9,56.72,2.04
Arhar,73.46,37.56,83.92,5.87,321.57,30.87,58.68,2.11
Arhar,56.32,83.46,41.91,6.85,741.3,31.76,53.91,2.08
Arhar,111.51,46.12,80.7,4.77,365.85,38.88,58.62,2.27
Arhar,100.15,59.73,104.57,8.07,364.33,39.39,52.82,1.85
Arhar,113.58,59.97,102.73,7.01,738.68,34.96,51.07,2.07
Arhar,99.48,35.71,54.75,6.48,795.2,36.87,41.71,2.53
Arhar,65.26,44.33,76.34,4.81,494.34,38.5,59.78,2.31
Arhar,58.78,39.71,78.64,7.37,425.22,30.82,58.83,2.45
Arhar,119.89,55.17,62.52,6.37,401.9,29.3,52.12,2.22
Arhar,133.43,35.84,58.83,6.18,641.09,28.2,50.48,2.28
Arhar,129.76,44.69,65.48,6.07,506.61,32.18,49.41,2.32
Arhar,83.31,24.54,99.93,8.02,665.71,29.99,52.16,2.38
Arhar,42.59,72.67,50.85,6.6,408.54,36.93,49.38,1.91
Arhar,93.33,72.37,52.49,7.23,654.72,31.66,53.9,2.23
Arhar,145.39,20.9,44.28,8.4,506.58,29.39,50.3,2.4
Arhar,134.16,70.39,52.95,7.16,301.65,38.12,57.14,2.1
Arhar,175.49,81.22,91.02,4.88,333.55,32.02,58.37,2.26
Arhar,107.82,62.2,100.95,5.34,765.06,34.03,41.57,2.03
Arhar,82.52,32.26,27.36,5.49,414.27,35.81,58.77,2.34
Arhar,79.18,20.71,40.11,7.24,507.07,38.19,51.63,1.93
Arhar,44.32,35.74,56.12,5.88,633.92,35.21,59.76,1.98
Arhar,68.12,69.73,93.96,5.0,644.25,36.0,42.15,2.0
Arhar,128.39,23.32,100.62,7.63,465.01,33.42,41.96,1.7
Arhar,117.76,51.93,26.71,7.3,424.76,32.43,50.03,2.23
Arhar,115.85,25.06,55.55,7.7,442.02,38.25,45.84,2.01
Arhar,165.92,83.65,110.69,4.8,599.7,34.06,50.15,2.41
Arhar,74.45,70.81,60.82,5.91,520.86,32.96,51.49,2.4
Arhar,179.32,87.12,90.31,7.72,506.97,32.16,50.16,1.88
Arhar,118.9,77.02,108.94,8.33,627.76,35.88,54.17,2.47
Arhar,149.02,33.28,105.25,7.76,581.36,34.74,45.27,2.19
Arhar,95.31,70.53,43.77,6.67,540.13,37.71,48.19,2.01
Arhar,148.77,86.96,111.56,7.33,722.12,32.12,46.8,2.12
Arhar,102.1,33.13,114.61,6.76,483.75,32.16,48.01,2.15
Arhar,174.3,72.98,95.66,6.03,625.59,36.89,55.28,2.31
Arhar,44.3,46.8,76.19,5.81,690.1,29.04,52.74,2.21
Arhar,114.89,89.67,63.83,4.5,414.87,28.41,50.62,2.5
Arhar,117.08,58.44,114.35,5.13,751.59,39.12,54.24,2.57
Arhar,159.34,50.0,41.98,5.16,679.18,34.93,48.54,2.52
Arhar,178.17,46.27,62.05,4.5,411.77,37.29,50.07,2.23
Arhar,88.65,66.15,52.6,7.72,620.3,34.95,53.93,2.43
Arhar,76.49,77.31,40.12,5.48,594.48,33.87,40.68,1.84
Arhar,172.48,89.62,47.05,6.2,496.24,36.71,40.11,1.94
Arhar,145.71,56.22,70.26,6.64,673.13,30.89,53.22,2.12
Arhar,53.23,87.73,100.08,6.19,329.07,29.93,44.25,2.28
Arhar,46.82,22.29,52.78,4.71,436.06,33.94,50.17,2.12
Arhar,57.1,42.08,98.75,7.57,307.06,29.09,45.88,2.25
Arhar,169.53,51.55,71.91,8.25,758.18,36.06,59.32,2.2
Arhar,72.45,41.63,69.61,5.48,428.82,33.29,55.17,1.97
Arhar,124.61,27.32,30.73,6.62,710.14,35.63,40.65,2.37
Arhar,70.66,27.64,115.91,5.9,773.16,32.54,41.35,2.43
Arhar,90.18,24.74,28.66,8.11,618.7,35.86,54.19,2.43
Arhar,82.03,72.36,77.78,5.16,628.11,30.36,47.07,2.13
Arhar,143.37,61.27,92.87,5.41,390.72,34.78,52.43,2.16
Arhar,102.67,49.31,66.83,7.91,685.8,30.96,50.84,2.5
Arhar,171.31,82.74,103.75,8.08,715.7,38.1,50.47,2.27
Arhar,69.74,62.83,117.38,6.7,690.55,37.98,40.33,2.02
Arhar,53.99,33.76,43.88,7.26,634.56,35.83,40.43,2.16
Arhar,135.77,51.34,20.85,6.04,584.24,30.45,52.47,2.01
Arhar,83.25,25.59,52.57,5.39,738.73,33.66,46.97,2.38
Arhar,111.31,23.95,63.77,6.3,712.45,29.27,56.25,2.34
Arhar,153.79,59.11,80.68,7.55,596.46,39.85,55.64,1.99
Arhar,175.82,89.37,51.96,6.25,737.29,28.71,43.12,2.45
Arhar,41.81,49.24,57.81,6.46,676.2,30.23,53.59,2.25
Arhar,77.28,61.8,86.24,5.2,541.09,35.14,52.87,2.04
Arhar,120.67,48.99,114.8,7.29,532.67,30.27,48.1,2.53
Arhar,103.37,73.59,55.54,7.38,347.37,36.94,46.33,2.38
Arhar,177.63,42.62,92.03,7.12,705.44,37.88,50.64,2.17
Arhar,55.75,56.44,114.83,7.55,774.07,34.88,40.97,2.29
Arhar,72.51,80.52,27.46,6.34,667.91,33.72,44.99,2.26
Arhar,130.86,24.22,61.37,7.96,443.42,33.05,59.86,2.23
Arhar,178.95,80.16,42.33,6.24,604.26,30.43,54.7,2.2
Arhar,111.28,49.98,44.86,7.0,651.27,30.13,49.7,2.19
Arhar,148.84,60.47,44.42,6.99,488.41,36.26,57.08,1.73
Arhar,103.29,43.73,51.68,8.02,742.87,29.66,55.39,2.07
Arhar,66.93,58.07,102.39,5.31,565.23,39.43,42.67,2.41
Arhar,162.34,30.17,28.87,4.94,383.09,31.23,53.54,1.88
Arhar,167.3,46.45,113.55,8.33,686.45,36.58,53.76,2.15
Arhar,173.37,89.84,83.26,4.6,425.47,33.02,56.11,2.12
Arhar,145.29,68.65,61.32,4.88,796.79,33.64,55.15,2.01
Arhar,125.5,32.52,77.19,5.62,795.44,30.27,42.46,2.25
Arhar,111.46,68.8,106.7,7.56,387.85,39.55,44.46,1.86
Arhar,121.17,80.73,29.48,6.51,727.65,30.23,44.81,2.17
Arhar,115.43,57.09,112.25,5.46,332.21,34.47,43.28,2.41
Arhar,88.6,35.73,40.3,8.16,430.64,28.04,57.81,1.97
Arhar,41.27,88.87,77.96,7.52,395.39,36.01,57.42,2.19
Arhar,155.96,55.26,91.38,7.12,775.61,32.32,42.01,2.3
Arhar,64.17,57.79,110.72,5.75,669.57,32.4,50.49,2.27
Arhar,94.12,67.97,72.39,7.99,446.09,35.5,45.96,2.05
Arhar,64.79,61.86,85.11,5.66,588.31,38.21,50.89,2.16
Arhar,69.31,47.76,44.41,7.91,533.42,38.5,44.27,2.18
Arhar,61.31,73.86,43.56,5.33,534.54,36.93,59.35,2.26
Arhar,155.55,39.88,108.63,6.5,745.28,31.74,40.98,1.92
Arhar,131.28,35.58,119.72,4.64,516.55,39.98,45.08,2.07
Arhar,53.71,48.84,96.86,6.23,771.39,28.73,59.01,2.78
Arhar,50.13,72.51,73.34,5.83,562.08,32.35,46.36,2.14
Arhar,61.32,82.65,55.2,7.56,607.66,39.12,59.03,2.21
Arhar,142.36,74.19,94.75,7.46,456.1,33.12,40.73,2.21
Arhar,40.86,49.32,21.76,4.92,695.19,30.19,47.79,2.18
Arhar,167.26,70.33,109.12,5.04,399.63,37.95,52.49,2.52
Arhar,94.44,54.41,74.43,5.78,456.13,28.87,40.48,1.7
Arhar,88.88,81.24,111.12,5.6,724.18,29.77,41.52,2.29
Arhar,88.52,71.98,104.71,4.56,748.45,37.29,51.44,2.27
Arhar,126.32,46.24,36.89,7.14,762.5,36.24,55.12,2.24
Arhar,44.26,49.8,64.45,5.51,312.77,32.15,58.6,1.93
Arhar,51.28,51.86,96.04,5.93,628.53,37.31,49.99,2.63
Arhar,151.95,58.67,36.58,7.51,667.77,28.79,51.26,2.09
Arhar,166.07,25.06,98.61,5.22,710.34,30.16,59.16,2.14
Arhar,59.42,79.13,107.29,6.69,554.51,38.31,53.6,2.49
Arhar,46.37,42.93,25.7,7.45,508.53,33.16,46.68,2.48
Arhar,124.02,36.22,80.08,5.45,793.43,29.63,55.0,2.21
Arhar,63.57,37.54,59.74,5.11,675.2,32.38,54.84,2.77
Arhar,79.44,23.31,111.26,8.3,786.59,34.73,50.12,2.61
Arhar,123.46,61.43,35.44,7.43,540.92,32.72,45.14,2.12
Arhar,71.47,21.84,61.09,5.52,678.76,36.85,40.38,2.43
Arhar,46.55,42.35,22.04,8.4,627.68,37.95,51.82,2.36
Arhar,159.69,66.26,53.46,4.61,676.97,31.27,53.42,2.09
Arhar,48.31,23.64,45.31,5.53,755.65,33.6,43.41,2.46
Arhar,50.04,28.74,113.97,7.92,586.19,30.78,42.14,2.35
Arhar,110.58,39.39,114.81,6.08,428.1,32.73,53.59,2.21
Arhar,81.13,39.47,57.84,6.01,637.1,33.84,44.16,2.32
Arhar,159.17,75.64,46.33,5.09,496.88,36.76,55.35,2.2
Arhar,112.35,34.75,83.94,5.92,579.16,34.52,43.86,2.44
Arhar,82.86,60.66,97.37,4.97,639.19,35.03,45.64,1.9
Arhar,86.01,88.2,57.35,7.26,309.11,32.75,55.48,1.94
Arhar,143.68,49.91,60.04,6.59,773.57,39.22,44.34,2.32
Arhar,117.49,37.39,44.41,6.04,529.97,29.79,56.68,2.17
Arhar,70.83,34.64,82.41,8.41,739.59,34.18,55.12,2.5
Arhar,163.55,47.8,72.19,6.65,420.16,32.4,54.81,2.12
Arhar,80.64,80.56,29.3,5.52,702.9,38.04,57.59,2.31
Arhar,103.74,43.03,92.75,5.31,704.84,33.87,54.4,2.36
Arhar,126.23,60.31,61.7,6.64,531.61,31.31,51.77,2.02
Arhar,176.73,43.55,67.93,6.3,601.58,32.38,55.84,2.12
Arhar,75.11,44.02,40.56,8.09,764.73,35.96,55.47,2.14
Arhar,169.15,56.32,94.58,5.67,570.72,38.19,51.61,2.45
Arhar,78.91,35.02,67.38,7.35,783.19,31.77,52.5,2.41
Arhar,132.43,55.44,86.18,7.71,380.77,29.25,53.69,2.1
Arhar,110.88,32.67,61.02,5.73,761.6,35.06,47.74,1.99
Arhar,86.45,89.77,111.72,6.18,335.07,28.38,50.76,2.3
Arhar,62.37,78.23,75.32,5.07,372.69,31.93,49.54,2.16
Arhar,108.68,59.35,84.13,6.64,685.1,38.08,43.32,1.99
Arhar,127.43,48.3,83.82,5.67,429.13,39.46,51.65,2.44
Arhar,148.97,81.3,39.33,7.35,659.52,32.17,59.99,2.56
Arhar,114.15,45.79,60.36,6.48,407.25,38.79,44.06,2.35
Arhar,156.85,37.87,91.0,7.89,546.52,29.48,55.03,2.18
Arhar,149.81,45.87,24.51,5.45,302.39,36.96,45.43,2.39
Arhar,83.73,74.29,64.45,8.47,730.73,29.48,54.53,1.91
Arhar,110.46,82.89,94.92,5.72,562.03,29.94,54.66,2.23
Arhar,179.28,69.78,77.57,7.46,526.73,30.47,45.35,2.46
Arhar,107.26,33.64,61.1,7.02,357.45,38.23,58.39,2.55
Arhar,171.55,55.61,103.58,7.85,738.52,39.9,48.91,2.05
Arhar,167.37,83.72,103.95,5.79,783.76,30.92,53.34,1.7
Arhar,130.66,61.31,99.61,7.27,786.96,36.94,42.86,2.09
Arhar,128.93,53.28,112.84,7.3,461.91,36.58,40.04,2.2
Arhar,92.78,75.53,24.67,4.98,428.59,39.56,43.16,2.38
Arhar,107.24,89.98,63.78,8.46,498.42,33.93,47.04,2.07
Arhar,136.39,27.18,63.0,7.47,740.67,34.91,54.13,2.1
Arhar,104.19,59.86,80.75,4.59,698.38,31.55,59.99,2.4
Arhar,108.19,70.35,66.19,5.04,447.05,34.14,52.58,2.48
Arhar,74.52,25.03,84.03,8.47,519.2,29.73,46.95,1.88
Arhar,98.94,82.01,32.61,6.17,587.28,31.82,46.18,2.3
Arhar,131.47,67.74,63.58,4.59,533.7,38.7,43.15,2.01
Arhar,138.41,22.3,101.31,6.07,646.85,29.29,54.2,2.36
Arhar,53.1,29.45,99.3,7.19,650.79,38.45,49.43,2.27
Arhar,100.96,87.91,48.65,4.52,707.77,36.55,47.68,2.23
Arhar,136.82,48.83,76.52,5.39,438.86,35.53,53.04,2.51
Arhar,144.36,83.94,66.64,7.16,411.83,30.0,59.33,1.89
Arhar,86.61,35.7,31.57,6.01,419.88,39.6,40.64,2.55
Arhar,167.77,59.21,49.66,5.83,703.23,38.29,55.14,2.04
Arhar,142.91,66.59,118.18,4.53,457.65,28.36,40.22,2.36
Arhar,45.06,47.89,69.27,7.69,782.01,29.88,58.93,2.17
Arhar,157.23,87.71,74.62,6.24,395.48,39.14,51.73,2.31
Arhar,123.54,81.2,44.65,6.22,386.67,39.2,51.23,2.51
Arhar,107.56,73.3,78.74,7.52,467.36,32.15,47.32,2.27
Moongfali,68.11,81.42,45.05,5.84,955.83,23.09,71.65,3.14
Moongfali,75.16,80.77,73.0,4.58,763.47,20.77,69.13,2.78
Moongfali,62.33,33.82,46.88,7.55,452.91,31.91,60.58,2.2
Moongfali,168.23,73.9,44.83,7.75,461.56,20.08,67.5,2.73
Moongfali,163.02,51.48,94.15,6.54,502.01,27.45,56.54,2.52
Moongfali,140.88,25.06,75.84,5.59,615.82,27.67,54.2,2.5
Moongfali,132.16,37.24,96.81,8.29,1019.52,25.78,71.99,2.1
Moongfali,56.71,29.5,60.18,4.94,1091.63,28.18,68.33,2.36
Moongfali,41.99,79.62,52.36,6.67,1003.26,26.42,50.21,2.08
Moongfali,45.85,28.45,21.61,5.37,663.76,27.16,74.73,2.22
Moongfali,117.4,71.88,89.49,8.07,969.92,18.35,74.85,2.13
Moongfali,140.89,66.01,101.04,6.87,968.16,22.78,66.04,3.1
Moongfali,73.03,24.79,61.09,6.16,430.43,20.58,52.64,2.48
Moongfali,173.84,40.34,63.02,6.29,509.68,26.91,54.02,2.55
Moongfali,60.86,67.98,92.72,6.76,737.62,21.62,62.64,2.66
Moongfali,127.07,77.65,98.34,5.55,526.95,24.4,70.22,2.31
Moongfali,158.61,47.22,106.2,5.09,1121.16,28.14,64.97,2.5
Moongfali,175.61,44.78,91.54,7.99,1074.74,28.43,59.24,2.6
Moongfali,160.49,55.86,29.66,4.59,1007.21,23.47,62.27,2.85
Moongfali,119.77,72.77,49.07,4.9,1079.49,22.24,73.18,2.46
Moongfali,162.59,69.45,76.35,5.79,616.54,18.55,59.64,2.54
Moongfali,60.68,38.99,92.75,8.43,501.66,21.17,61.79,2.37
Moongfali,66.09,26.91,41.76,7.97,1133.97,23.4,52.35,2.19
Moongfali,95.56,55.28,21.33,5.79,1023.42,24.86,58.01,2.86
Moongfali,175.01,56.27,56.9,7.03,803.2,26.07,57.81,2.93
Moongfali,119.04,84.95,32.5,5.19,940.26,24.63,63.26,2.28
Moongfali,67.46,45.93,111.54,6.16,746.7,23.36,59.52,2.67
Moongfali,73.03,76.43,67.0,5.42,950.67,19.94,60.36,2.72
Moongfali,125.03,72.68,54.44,5.86,603.45,25.45,65.33,2.97
Moongfali,166.71,74.84,102.19,7.88,1056.95,28.91,50.82,2.47
Moongfali,109.6,67.46,22.67,5.02,1115.21,18.25,71.52,2.36
Moongfali,119.99,38.72,42.32,5.96,414.18,28.48,66.51,2.98
Moongfali,129.96,68.76,82.13,4.62,570.84,19.34,72.01,2.63
Moongfali,157.32,72.39,116.63,7.93,988.76,19.73,63.21,3.1
Moongfali,108.09,72.13,67.07,7.08,909.72,30.44,60.55,2.55
Moongfali,81.34,58.59,70.93,5.49,1141.37,19.11,71.81,2.56
Moongfali,150.93,64.97,64.7,7.35,774.62,25.81,59.86,2.59
Moongfali,170.54,29.97,52.45,6.87,915.48,20.64,73.33,2.09
Moongfali,90.41,73.49,67.69,7.58,1152.94,19.82,56.59,2.32
Moongfali,54.93,76.32,72.55,5.88,756.72,22.75,54.12,2.55
Moongfali,83.26,89.67,42.73,6.01,474.59,31.1,57.05,2.18
Moongfali,156.51,81.12,37.63,7.64,716.99,28.72,62.23,2.44
Moongfali,86.37,68.16,89.19,6.85,1006.5,29.14,57.13,2.28
Moongfali,106.47,81.63,77.62,8.31,802.37,26.32,61.18,2.41
Moongfali,87.65,29.16,83.9,5.1,1063.51,27.55,54.44,2.72
Moongfali,138.57,53.19,115.03,6.15,725.84,29.93,67.82,2.46
Moongfali,151.03,56.39,96.17,6.57,1189.73,27.03,63.13,2.14
Moongfali,120.39,63.29,49.06,7.05,997.03,19.1,55.62,2.66
Moongfali,49.05,69.86,53.53,6.25,1182.51,26.2,67.61,2.55
Moongfali,104.49,54.6,77.09,5.05,1168.99,18.72,65.47,2.85
Moongfali,93.07,78.14,49.21,8.34,939.75,25.07,69.55,2.98
Moongfali,117.55,64.22,101.01,7.68,943.17,25.98,67.7,2.32
Moongfali,43.25,22.11,94.24,5.21,416.26,25.7,66.12,2.65
Moongfali,85.05,42.64,54.02,5.51,876.92,23.53,57.99,2.16
Moongfali,137.9,51.17,83.25,7.64,866.15,28.57,51.07,2.54
Moongfali,171.61,56.04,68.37,5.23,809.0,18.02,56.63,2.5
Moongfali,165.97,40.51,117.6,7.27,525.3,20.44,71.45,2.75
Moongfali,112.28,79.74,114.99,5.88,963.02,19.8,57.44,2.43
Moongfali,86.46,32.6,41.71,8.14,765.31,26.21,53.88,2.66
Moongfali,134.57,67.59,69.77,5.35,662.04,31.22,61.58,3.08
Moongfali,151.88,73.83,73.2,6.43,1122.56,29.02,53.25,2.85
Moongfali,123.9,37.97,67.03,6.41,407.26,27.92,64.76,2.61
Moongfali,111.4,86.89,61.29,8.26,903.64,27.6,54.56,2.84
Moongfali,164.23,88.55,80.42,6.49,785.1,21.7,59.86,2.48
Moongfali,165.71,72.5,65.95,7.5,934.8,24.64,69.84,2.71
Moongfali,74.3,89.27,25.04,5.11,694.6,23.92,66.41,2.87
Moongfali,168.4,46.02,34.44,5.95,1005.73,23.42,74.72,2.1
Moongfali,41.47,87.87,95.93,7.48,1111.56,24.85,58.0,2.42
Moongfali,131.34,40.83,66.13,6.04,928.95,20.46,67.21,2.74
Moongfali,93.04,38.22,89.77,7.65,942.74,31.15,54.59,2.42
Moongfali,55.02,60.12,37.61,8.35,563.69,23.67,73.3,2.27
Moongfali,45.35,42.29,82.95,7.85,638.49,21.12,71.69,2.59
Moongfali,42.31,65.64,40.09,5.08,714.6,31.89,55.44,2.9
Moongfali,47.91,55.73,107.01,8.36,443.05,27.5,59.72,2.3
Moongfali,82.06,83.66,30.81,5.32,1047.85,29.86,51.39,2.26
Moongfali,142.13,72.4,119.36,7.02,1113.6,20.74,73.3,2.15
Moongfali,169.07,82.08,96.54,6.88,883.48,23.11,54.0,2.23
Moongfali,90.48,56.18,78.48,7.58,752.53,24.56,51.53,2.35
Moongfali,168.79,46.89,96.56,8.22,779.36,31.8,67.33,2.32
Moongfali,46.95,28.91,44.73,7.6,546.46,29.51,61.96,2.85
Moongfali,111.3,33.65,101.54,6.18,1060.3,20.97,53.22,2.6
Moongfali,90.36,53.74,89.32,7.47,1006.28,29.82,57.18,2.66
Moongfali,127.56,46.21,92.24,5.91,1192.66,25.37,54.32,2.41
Moongfali,118.12,30.96,42.01,5.97,748.59,31.83,59.11,2.55
Moongfali,108.63,21.81,118.83,6.25,1106.33,27.67,58.08,2.87
Moongfali,64.83,84.99,99.74,5.93,1014.22,25.66,71.74,2.51
Moongfali,109.7,46.22,109.38,5.9,514.98,29.95,63.18,2.8
Moongfali,132.99,79.53,69.88,6.15,640.26,31.21,60.26,2.3
Moongfali,61.12,56.39,30.27,4.54,940.71,22.49,61.37,3.39
Moongfali,116.49,85.42,68.02,6.11,1159.35,28.16,51.23,2.3
Moongfali,43.58,67.44,74.29,7.1,648.4,31.1,58.77,2.48
Moongfali,135.26,49.43,79.45,7.71,401.21,30.66,63.9,2.53
